"Ateneo","Anno accademico","Classe","Nome Corso","ID Indicatore","Descrizione indicatore","Numeratore"
"Parthenope","2022","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","11.000"
"Parthenope","2022","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","20.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","73.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","45.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","9.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","29.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","17.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","38.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","59.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC00b","Immatricolati puri ** (L; LMCU)","39.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","24.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","13.000"
"Parthenope","2023","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","26.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","85.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","59.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","7.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","34.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","17.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","43.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","46.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC00b","Immatricolati puri ** (L; LMCU)","34.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","21.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","8.000"
"Parthenope","2024","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","23.000"
"Parthenope","2025","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","74.000"
"Parthenope","2025","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","55.000"
"Parthenope","2025","L-8 - Ingegneria dell'informazione","0630206200800003 - Ingegneria Informatica, Biomedica e delle Telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","16.000"
"Parthenope","2025","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","54.000"
"Parthenope","2025","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC00b","Immatricolati puri ** (L; LMCU)","39.000"
"Parthenope","2025","L-8 - Ingegneria dell'informazione","0630206200800005 - Ingegneria e Scienze Informatiche per la cybersecurity","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","6.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","275.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC00b","Immatricolati puri ** (L; LMCU)","242.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","87.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","170.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","110.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","191.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","101.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC00b","Immatricolati puri ** (L; LMCU)","89.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","24.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","75.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","49.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","79.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","188.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC00b","Immatricolati puri ** (L; LMCU)","146.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","107.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","96.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","67.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","118.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","193.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC00b","Immatricolati puri ** (L; LMCU)","175.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","36.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","98.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","43.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","108.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","287.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC00b","Immatricolati puri ** (L; LMCU)","268.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","59.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","228.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","191.000"
"Università di Padova","2020","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","251.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","320.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC00b","Immatricolati puri ** (L; LMCU)","295.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","86.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","221.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","126.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","251.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","103.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC00b","Immatricolati puri ** (L; LMCU)","96.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","31.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","75.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","50.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","82.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","192.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC00b","Immatricolati puri ** (L; LMCU)","164.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","65.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","120.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","69.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","141.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","174.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC00b","Immatricolati puri ** (L; LMCU)","154.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","49.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","91.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","33.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","106.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","303.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC00b","Immatricolati puri ** (L; LMCU)","267.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","88.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","220.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","185.000"
"Università di Padova","2021","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","253.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","295.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC00b","Immatricolati puri ** (L; LMCU)","252.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","90.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","213.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","154.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","227.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","101.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC00b","Immatricolati puri ** (L; LMCU)","90.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","26.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","75.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","51.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","78.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","186.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC00b","Immatricolati puri ** (L; LMCU)","155.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","69.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","121.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","52.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","133.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","173.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC00b","Immatricolati puri ** (L; LMCU)","154.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","29.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","80.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","36.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","99.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","311.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC00b","Immatricolati puri ** (L; LMCU)","245.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","86.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","203.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","179.000"
"Università di Padova","2022","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","236.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","310.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC00b","Immatricolati puri ** (L; LMCU)","286.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","88.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","257.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","181.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800001 - Ingegneria informatica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","265.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","126.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC00b","Immatricolati puri ** (L; LMCU)","113.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","30.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","82.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","49.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800002 - Ingegneria elettronica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","90.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","213.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC00b","Immatricolati puri ** (L; LMCU)","197.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","36.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","152.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","63.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800004 - Ingegneria dell'Automazione e dei Sistemi","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","157.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","95.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC00b","Immatricolati puri ** (L; LMCU)","89.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","28.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","49.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","26.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800006 - Ingegneria Meccatronica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","57.000"
"Università di Padova","2023","L-8 - Ingegneria dell'informazione","0280106200800007 - Ingegneria Biomedica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","286.000"
