"Ateneo","Anno accademico","Classe","Nome Corso","ID Indicatore","Descrizione indicatore","Numeratore"
"Università di Brescia","2023","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","14.000"
"Università di Brescia","2023","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC00b","Immatricolati puri ** (L; LMCU)","12.000"
"Università di Brescia","2023","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","1.000"
"Università di Brescia","2023","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","8.000"
"Università di Brescia","2023","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","6.000"
"Università di Brescia","2023","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","8.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800004 - Ingegneria informatica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","259.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800004 - Ingegneria informatica","iC00b","Immatricolati puri ** (L; LMCU)","238.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800004 - Ingegneria informatica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","29.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800004 - Ingegneria informatica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","170.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800004 - Ingegneria informatica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","64.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800004 - Ingegneria informatica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","192.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800005 - Ingegneria elettronica e delle telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","61.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800005 - Ingegneria elettronica e delle telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","53.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800005 - Ingegneria elettronica e delle telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","6.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800005 - Ingegneria elettronica e delle telecomunicazioni","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","41.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800005 - Ingegneria elettronica e delle telecomunicazioni","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","14.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800005 - Ingegneria elettronica e delle telecomunicazioni","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","44.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800006 - Ingegneria delle tecnologie per l'impresa digitale","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","29.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800006 - Ingegneria delle tecnologie per l'impresa digitale","iC00b","Immatricolati puri ** (L; LMCU)","29.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800006 - Ingegneria delle tecnologie per l'impresa digitale","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","25.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800006 - Ingegneria delle tecnologie per l'impresa digitale","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","23.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800006 - Ingegneria delle tecnologie per l'impresa digitale","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","13.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200800006 - Ingegneria delle tecnologie per l'impresa digitale","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","26.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","5.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC00b","Immatricolati puri ** (L; LMCU)","5.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","2.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","4.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","1.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","4.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170107320800001 - Ingegneria fisica e matematica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","71.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170107320800001 - Ingegneria fisica e matematica","iC00b","Immatricolati puri ** (L; LMCU)","61.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170107320800001 - Ingegneria fisica e matematica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","45.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170107320800001 - Ingegneria fisica e matematica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","26.000"
"Università di Brescia","2024","L-8 - Ingegneria dell'informazione","0170107320800001 - Ingegneria fisica e matematica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","53.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200800004 - Ingegneria informatica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","274.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200800004 - Ingegneria informatica","iC00b","Immatricolati puri ** (L; LMCU)","239.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200800004 - Ingegneria informatica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","39.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200800005 - Ingegneria elettronica e delle telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","65.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200800005 - Ingegneria elettronica e delle telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","58.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200800005 - Ingegneria elettronica e delle telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","9.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200800006 - Ingegneria delle tecnologie per l'impresa digitale","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","28.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200800006 - Ingegneria delle tecnologie per l'impresa digitale","iC00b","Immatricolati puri ** (L; LMCU)","25.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200800006 - Ingegneria delle tecnologie per l'impresa digitale","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","10.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","9.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC00b","Immatricolati puri ** (L; LMCU)","9.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170106200900011 - Ingegneria dell'automazione industriale","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","3.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170107320800001 - Ingegneria fisica e matematica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","81.000"
"Università di Brescia","2025","L-8 - Ingegneria dell'informazione","0170107320800001 - Ingegneria fisica e matematica","iC00b","Immatricolati puri ** (L; LMCU)","71.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","74.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00b","Immatricolati puri ** (L; LMCU)","65.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","21.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","37.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","27.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","54.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","132.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","107.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","17.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","74.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","38.000"
"Università di Cagliari","2020","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","83.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","96.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00b","Immatricolati puri ** (L; LMCU)","88.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","11.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","56.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","34.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","75.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","107.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","89.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","16.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","61.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","29.000"
"Università di Cagliari","2021","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","63.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","80.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00b","Immatricolati puri ** (L; LMCU)","58.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","18.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","47.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","28.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","51.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","144.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","121.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","11.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","90.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","45.000"
"Università di Cagliari","2022","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","97.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","65.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00b","Immatricolati puri ** (L; LMCU)","55.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","12.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","39.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","28.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","47.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","164.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","149.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","12.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","108.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","62.000"
"Università di Cagliari","2023","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","118.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","74.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00b","Immatricolati puri ** (L; LMCU)","64.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","15.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","47.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","31.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","57.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","142.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","124.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","14.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","98.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","63.000"
"Università di Cagliari","2024","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","104.000"
"Università di Cagliari","2025","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","59.000"
"Università di Cagliari","2025","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC00b","Immatricolati puri ** (L; LMCU)","51.000"
"Università di Cagliari","2025","L-8 - Ingegneria dell'informazione","0920106200800004 - Ingegneria Biomedica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","14.000"
"Università di Cagliari","2025","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","156.000"
"Università di Cagliari","2025","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC00b","Immatricolati puri ** (L; LMCU)","142.000"
"Università di Cagliari","2025","L-8 - Ingegneria dell'informazione","0920106200800006 - Ingegneria Elettronica, Informatica e delle Telecomunicazioni","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","23.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","78.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC00b","Immatricolati puri ** (L; LMCU)","71.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","15.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","38.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","21.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","43.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800003 - Ingegneria Informatica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","287.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800003 - Ingegneria Informatica","iC00b","Immatricolati puri ** (L; LMCU)","245.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800003 - Ingegneria Informatica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","42.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800003 - Ingegneria Informatica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","173.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800003 - Ingegneria Informatica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","96.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800003 - Ingegneria Informatica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","198.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800005 - Ingegneria Gestionale","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","123.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800005 - Ingegneria Gestionale","iC00b","Immatricolati puri ** (L; LMCU)","115.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800005 - Ingegneria Gestionale","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","28.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800005 - Ingegneria Gestionale","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","85.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800005 - Ingegneria Gestionale","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","39.000"
"Università della Calabria","2020","L-8 - Ingegneria dell'informazione","0780106200800005 - Ingegneria Gestionale","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","97.000"
"Università della Calabria","2021","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","64.000"
"Università della Calabria","2021","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC00b","Immatricolati puri ** (L; LMCU)","61.000"
"Università della Calabria","2021","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","18.000"
"Università della Calabria","2021","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","44.000"
"Università della Calabria","2021","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC16BIS","Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **","12.000"
"Università della Calabria","2021","L-8 - Ingegneria dell'informazione","0780106200800002 - Ingegneria Elettronica","iC21","Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**","47.000"
"Università della Calabria","2021","L-8 - Ingegneria dell'informazione","0780106200800003 - Ingegneria Informatica","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","282.000"
"Università della Calabria","2021","L-8 - Ingegneria dell'informazione","0780106200800003 - Ingegneria Informatica","iC00b","Immatricolati puri ** (L; LMCU)","265.000"
"Università della Calabria","2021","L-8 - Ingegneria dell'informazione","0780106200800003 - Ingegneria Informatica","iC02","Percentuale di laureati (L; LM; LMCU) entro la durata normale del corso*","40.000"
"Università della Calabria","2021","L-8 - Ingegneria dell'informazione","0780106200800003 - Ingegneria Informatica","iC14","Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**","206.000"
